Restaurants_Name,Cost_of_two,Areas,Reatings,Discounts
Haveli Restaurant,"Chinese, Indian₹750 for two","4th Block, Jayanagar, South Bengaluru","Haveli Restaurant4th Block, Jayanagar, South BengaluruChinese, Indian₹750 for two5.0",25% Off :Payeazy
Haveli Restaurant,"Chinese, Indian₹750 for two","4th Block, Jayanagar, South Bengaluru","Haveli Restaurant4th Block, Jayanagar, South BengaluruChinese, Indian₹750 for two5.0",25% Off :Payeazy
The Indian lounge,"Indian, European₹400 for two","Brookefield, East Bengaluru","The Indian loungeBrookefield, East BengaluruIndian, European₹400 for two4.0",25% Off :Payeazy
The Indian lounge,"Indian, European₹400 for two","Brookefield, East Bengaluru","The Indian loungeBrookefield, East BengaluruIndian, European₹400 for two4.0",25% Off :Payeazy
Mirror ,"Finger Food, Cocktail Menu₹2000 for two","Koramangala, South Bengaluru","Mirror Koramangala, South BengaluruFinger Food, Cocktail Menu₹2000 for two1.7",Flat 10% + 25% with Bank Offers
Mirror ,"Finger Food, Cocktail Menu₹2000 for two","Koramangala, South Bengaluru","Mirror Koramangala, South BengaluruFinger Food, Cocktail Menu₹2000 for two1.7",Flat 10% + 25% with Bank Offers
Saiko Sushi House,Japanese₹800 for two,"Rajiv Gandhi Nagar, Kodigehalli, North Bengaluru  | View All(2) Outlets","Saiko Sushi HouseRajiv Gandhi Nagar, Kodigehalli, North Bengaluru  | View All(2) OutletsJapanese₹800 for two5.0",25% Off :Payeazy
Saiko Sushi House,Japanese₹800 for two,"Rajiv Gandhi Nagar, Kodigehalli, North Bengaluru  | View All(2) Outlets","Saiko Sushi HouseRajiv Gandhi Nagar, Kodigehalli, North Bengaluru  | View All(2) OutletsJapanese₹800 for two5.0",25% Off :Payeazy
Fyole Cafe,Bakery₹2000 for two,"Phoenix Mall Of Asia, Yelahanka, Bengaluru","Fyole CafePhoenix Mall Of Asia, Yelahanka, BengaluruBakery₹2000 for two5.0",Flat 20% + 25% with Bank Offers
Fyole Cafe,Bakery₹2000 for two,"Phoenix Mall Of Asia, Yelahanka, Bengaluru","Fyole CafePhoenix Mall Of Asia, Yelahanka, BengaluruBakery₹2000 for two5.0",Flat 20% + 25% with Bank Offers
Tiki Village Pub,Multicuisine₹2000 for two,"Jalahalli, North Bengaluru","Tiki Village PubJalahalli, North BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Tiki Village Pub,Multicuisine₹2000 for two,"Jalahalli, North Bengaluru","Tiki Village PubJalahalli, North BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
The Persian Terrace,Persian₹2500 for two,Sheraton Grand Bangalore at Brigade Gateway,The Persian TerraceSheraton Grand Bangalore at Brigade GatewayPersian₹2500 for two4.7,Flat 15% + 25% with Bank Offers
The Persian Terrace,Persian₹2500 for two,Sheraton Grand Bangalore at Brigade Gateway,The Persian TerraceSheraton Grand Bangalore at Brigade GatewayPersian₹2500 for two4.7,Flat 15% + 25% with Bank Offers
Secret Scoopss,Ice Cream₹2000 for two,"New BEL Road, North Bengaluru  | View All(2) Outlets","Secret ScoopssNew BEL Road, North Bengaluru  | View All(2) OutletsIce Cream₹2000 for two4.4",Flat 25% + 25% with Bank Offers
Secret Scoopss,Ice Cream₹2000 for two,"New BEL Road, North Bengaluru  | View All(2) Outlets","Secret ScoopssNew BEL Road, North Bengaluru  | View All(2) OutletsIce Cream₹2000 for two4.4",Flat 25% + 25% with Bank Offers
The Big Bellyz,Multicuisine₹2000 for two,"Malleshwaram, West Bengaluru","The Big BellyzMalleshwaram, West BengaluruMulticuisine₹2000 for two5.0",Flat 10% + 25% with Bank Offers
The Big Bellyz,Multicuisine₹2000 for two,"Malleshwaram, West Bengaluru","The Big BellyzMalleshwaram, West BengaluruMulticuisine₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Meloghrano,Multicuisine₹2000 for two,"Banashankari, South Bengaluru","MeloghranoBanashankari, South BengaluruMulticuisine₹2000 for two4.9",Flat 10% + 25% with Bank Offers
Meloghrano,Multicuisine₹2000 for two,"Banashankari, South Bengaluru","MeloghranoBanashankari, South BengaluruMulticuisine₹2000 for two4.9",Flat 10% + 25% with Bank Offers
The Nest,"Finger Food, Cocktail Menu₹2500 for two","The Den, Bengaluru","The NestThe Den, BengaluruFinger Food, Cocktail Menu₹2500 for two4.0",Flat 10% + 25% with Bank Offers
The Nest,"Finger Food, Cocktail Menu₹2500 for two","The Den, Bengaluru","The NestThe Den, BengaluruFinger Food, Cocktail Menu₹2500 for two4.0",Flat 10% + 25% with Bank Offers
Si Nonna's - The Original Sourdough Pizza | Indiranagar | Bengaluru,Italian₹1700 for two,"Indiranagar, East Bengaluru","Si Nonna's - The Original Sourdough Pizza | Indiranagar | BengaluruIndiranagar, East BengaluruItalian₹1700 for two4.0",25% Off :Payeazy
Si Nonna's - The Original Sourdough Pizza | Indiranagar | Bengaluru,Italian₹1700 for two,"Indiranagar, East Bengaluru","Si Nonna's - The Original Sourdough Pizza | Indiranagar | BengaluruIndiranagar, East BengaluruItalian₹1700 for two4.0",25% Off :Payeazy
Tawa Tandoor,"Multicuisine, Biryani₹2000 for two","New BEL Road, North Bengaluru","Tawa TandoorNew BEL Road, North BengaluruMulticuisine, Biryani₹2000 for two4.4",Flat 10% + 25% with Bank Offers
Tawa Tandoor,"Multicuisine, Biryani₹2000 for two","New BEL Road, North Bengaluru","Tawa TandoorNew BEL Road, North BengaluruMulticuisine, Biryani₹2000 for two4.4",Flat 10% + 25% with Bank Offers
The Rocks Bar & Kitchen,Multicuisine₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","The Rocks Bar & KitchenRajarajeshwari Nagar, South BengaluruMulticuisine₹2000 for two3.0",Flat 15% + 25% with Bank Offers
The Rocks Bar & Kitchen,Multicuisine₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","The Rocks Bar & KitchenRajarajeshwari Nagar, South BengaluruMulticuisine₹2000 for two3.0",Flat 15% + 25% with Bank Offers
Hamilton ,Finger Food₹1500 for two,"Hoodi, Bengaluru","Hamilton Hoodi, BengaluruFinger Food₹1500 for two5.0",25% Off :Payeazy
Hamilton ,Finger Food₹1500 for two,"Hoodi, Bengaluru","Hamilton Hoodi, BengaluruFinger Food₹1500 for two5.0",25% Off :Payeazy
Subz,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru","SubzJayanagar, South BengaluruMulticuisine₹2000 for two4.4",25% Off :Payeazy
Subz,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru","SubzJayanagar, South BengaluruMulticuisine₹2000 for two4.4",25% Off :Payeazy
Sea Route Family Resto Bar,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Sea Route Family Resto BarRajajinagar, West BengaluruMulticuisine₹2000 for two4.5",25% Off :Payeazy
Sea Route Family Resto Bar,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Sea Route Family Resto BarRajajinagar, West BengaluruMulticuisine₹2000 for two4.5",25% Off :Payeazy
Indus Flavour,Multicuisine₹2000 for two,"Hesaragahatta, North Bengaluru","Indus FlavourHesaragahatta, North BengaluruMulticuisine₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Indus Flavour,Multicuisine₹2000 for two,"Hesaragahatta, North Bengaluru","Indus FlavourHesaragahatta, North BengaluruMulticuisine₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Gardenwoods - Rooftop Kitchen,"Chinese, Indian, Barbeque₹2000 for two","Kalyan Nagar, North Bengaluru","Gardenwoods - Rooftop KitchenKalyan Nagar, North BengaluruChinese, Indian, Barbeque₹2000 for two4.3",25% Off :Payeazy
Gardenwoods - Rooftop Kitchen,"Chinese, Indian, Barbeque₹2000 for two","Kalyan Nagar, North Bengaluru","Gardenwoods - Rooftop KitchenKalyan Nagar, North BengaluruChinese, Indian, Barbeque₹2000 for two4.3",25% Off :Payeazy
Pizza Stop,Pizza₹700 for two,"Vasanth Nagar, Central Bengaluru","Pizza StopVasanth Nagar, Central BengaluruPizza₹700 for two4.0",Flat 25% + 25% with Bank Offers
Pizza Stop,Pizza₹700 for two,"Vasanth Nagar, Central Bengaluru","Pizza StopVasanth Nagar, Central BengaluruPizza₹700 for two4.0",Flat 25% + 25% with Bank Offers
The Brussels Waffle,Desserts₹400 for two,"Koramangala, South Bengaluru","The Brussels WaffleKoramangala, South BengaluruDesserts₹400 for two4.0",Flat 25% + 25% with Bank Offers
The Brussels Waffle,Desserts₹400 for two,"Koramangala, South Bengaluru","The Brussels WaffleKoramangala, South BengaluruDesserts₹400 for two4.0",Flat 25% + 25% with Bank Offers
Chairman's Restobar,Multicuisine₹2000 for two,"Chikkabanavara, North Bengaluru","Chairman's RestobarChikkabanavara, North BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Chairman's Restobar,Multicuisine₹2000 for two,"Chikkabanavara, North Bengaluru","Chairman's RestobarChikkabanavara, North BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Udupi Sree Vishnum,Indian₹200 for two,"JP Nagar, South Bengaluru","Udupi Sree VishnumJP Nagar, South BengaluruIndian₹200 for two5.0",Flat 10% + 25% with Bank Offers
Udupi Sree Vishnum,Indian₹200 for two,"JP Nagar, South Bengaluru","Udupi Sree VishnumJP Nagar, South BengaluruIndian₹200 for two5.0",Flat 10% + 25% with Bank Offers
Attil Coastal Cuisine Restaurant,Indian Coastal Cuisine₹2000 for two,"Hotel Canton Bar & Kitchen, Subramanyapura","Attil Coastal Cuisine RestaurantHotel Canton Bar & Kitchen, SubramanyapuraIndian Coastal Cuisine₹2000 for two3.0",Flat 10% + 25% with Bank Offers
Attil Coastal Cuisine Restaurant,Indian Coastal Cuisine₹2000 for two,"Hotel Canton Bar & Kitchen, Subramanyapura","Attil Coastal Cuisine RestaurantHotel Canton Bar & Kitchen, SubramanyapuraIndian Coastal Cuisine₹2000 for two3.0",Flat 10% + 25% with Bank Offers
The Pipe Rack,Multicuisine₹2000 for two,"Kalyan Nagar, North Bengaluru","The Pipe RackKalyan Nagar, North BengaluruMulticuisine₹2000 for two3.0",Flat 20% + 25% with Bank Offers
The Pipe Rack,Multicuisine₹2000 for two,"Kalyan Nagar, North Bengaluru","The Pipe RackKalyan Nagar, North BengaluruMulticuisine₹2000 for two3.0",Flat 20% + 25% with Bank Offers
 Mandarin Bites,Chinese₹600 for two,"Banashankari, South Bengaluru"," Mandarin BitesBanashankari, South BengaluruChinese₹600 for two5.0",Flat 10% + 25% with Bank Offers
 Mandarin Bites,Chinese₹600 for two,"Banashankari, South Bengaluru"," Mandarin BitesBanashankari, South BengaluruChinese₹600 for two5.0",Flat 10% + 25% with Bank Offers
The Lazy Turtle,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","The Lazy TurtleKoramangala, South BengaluruMulticuisine₹2000 for two3.8",Flat 25% + 25% with Bank Offers
The Lazy Turtle,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","The Lazy TurtleKoramangala, South BengaluruMulticuisine₹2000 for two3.8",Flat 25% + 25% with Bank Offers
Beijing Bites,"Chinese, Thai, Pan Asian₹450 for two","Hosa Road, Bengaluru, South Bengaluru","Beijing BitesHosa Road, Bengaluru, South BengaluruChinese, Thai, Pan Asian₹450 for two5.0",Flat 15% + 25% with Bank Offers
Beijing Bites,"Chinese, Thai, Pan Asian₹450 for two","Hosa Road, Bengaluru, South Bengaluru","Beijing BitesHosa Road, Bengaluru, South BengaluruChinese, Thai, Pan Asian₹450 for two5.0",Flat 15% + 25% with Bank Offers
Gardenwoods - Rooftop Kitchen,North Indian₹1000 for two,"Vijay Nagar, West Bengaluru","Gardenwoods - Rooftop KitchenVijay Nagar, West BengaluruNorth Indian₹1000 for two4.0",25% Off :Payeazy
Gardenwoods - Rooftop Kitchen,North Indian₹1000 for two,"Vijay Nagar, West Bengaluru","Gardenwoods - Rooftop KitchenVijay Nagar, West BengaluruNorth Indian₹1000 for two4.0",25% Off :Payeazy
The Shack - Restopub,"Fast Food, Cocktail Menu₹2000 for two",Hotel The Shack,"The Shack - RestopubHotel The ShackFast Food, Cocktail Menu₹2000 for two4.2",Flat 15% + 25% with Bank Offers
The Shack - Restopub,"Fast Food, Cocktail Menu₹2000 for two",Hotel The Shack,"The Shack - RestopubHotel The ShackFast Food, Cocktail Menu₹2000 for two4.2",Flat 15% + 25% with Bank Offers
Blue Shadow,Multicuisine₹1500 for two,"Davanam Sarovar Portico Suites, Bengaluru","Blue ShadowDavanam Sarovar Portico Suites, BengaluruMulticuisine₹1500 for two4.0",Flat 20% + 25% with Bank Offers
Blue Shadow,Multicuisine₹1500 for two,"Davanam Sarovar Portico Suites, Bengaluru","Blue ShadowDavanam Sarovar Portico Suites, BengaluruMulticuisine₹1500 for two4.0",Flat 20% + 25% with Bank Offers
Gulheera,Cafe₹2000 for two,"BTM, South Bengaluru","GulheeraBTM, South BengaluruCafe₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Gulheera,Cafe₹2000 for two,"BTM, South Bengaluru","GulheeraBTM, South BengaluruCafe₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Original Burger Co.,Burgers₹800 for two,"JP Nagar 5th Phase, South Bengaluru","Original Burger Co.JP Nagar 5th Phase, South BengaluruBurgers₹800 for two4.6",Flat 10% + 25% with Bank Offers
Original Burger Co.,Burgers₹800 for two,"JP Nagar 5th Phase, South Bengaluru","Original Burger Co.JP Nagar 5th Phase, South BengaluruBurgers₹800 for two4.6",Flat 10% + 25% with Bank Offers
The Noodle Theory,Pan Asian₹2000 for two,"Kundalahalli, Bengaluru","The Noodle TheoryKundalahalli, BengaluruPan Asian₹2000 for two4.7",25% Off :Payeazy
The Noodle Theory,Pan Asian₹2000 for two,"Kundalahalli, Bengaluru","The Noodle TheoryKundalahalli, BengaluruPan Asian₹2000 for two4.7",25% Off :Payeazy
Celeste By Mindescapes,Multicuisine₹1800 for two,"Koramangala, South Bengaluru","Celeste By MindescapesKoramangala, South BengaluruMulticuisine₹1800 for two5.0",Flat 10% + 25% with Bank Offers
Celeste By Mindescapes,Multicuisine₹1800 for two,"Koramangala, South Bengaluru","Celeste By MindescapesKoramangala, South BengaluruMulticuisine₹1800 for two5.0",Flat 10% + 25% with Bank Offers
Arabian Hot Spot,Multicuisine₹800 for two,"Kalyan Nagar, North Bengaluru","Arabian Hot SpotKalyan Nagar, North BengaluruMulticuisine₹800 for two5.0",Flat 10% + 25% with Bank Offers
Arabian Hot Spot,Multicuisine₹800 for two,"Kalyan Nagar, North Bengaluru","Arabian Hot SpotKalyan Nagar, North BengaluruMulticuisine₹800 for two5.0",Flat 10% + 25% with Bank Offers
Narmada,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru  | View All(5) Outlets","NarmadaMarathahalli, East Bengaluru  | View All(5) OutletsMulticuisine₹2000 for two4.3",25% Off :Payeazy
Narmada,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru  | View All(5) Outlets","NarmadaMarathahalli, East Bengaluru  | View All(5) OutletsMulticuisine₹2000 for two4.3",25% Off :Payeazy
What's In A Name,Multicuisine₹2000 for two,"Koramangala, South Bengaluru  | View All(2) Outlets","What's In A NameKoramangala, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
What's In A Name,Multicuisine₹2000 for two,"Koramangala, South Bengaluru  | View All(2) Outlets","What's In A NameKoramangala, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
The Fat Chef,"Italian, Continental₹2000 for two","Varthur Main Road, Whitefield","The Fat ChefVarthur Main Road, WhitefieldItalian, Continental₹2000 for two4.3",Flat 10% + 25% with Bank Offers
The Fat Chef,"Italian, Continental₹2000 for two","Varthur Main Road, Whitefield","The Fat ChefVarthur Main Road, WhitefieldItalian, Continental₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Cafe Palmyra,"Cocktail Menu, Multicuisine₹2500 for two","Palm Meadows Resort, Bengaluru","Cafe PalmyraPalm Meadows Resort, BengaluruCocktail Menu, Multicuisine₹2500 for two4.4",Flat 10% + 25% with Bank Offers
Cafe Palmyra,"Cocktail Menu, Multicuisine₹2500 for two","Palm Meadows Resort, Bengaluru","Cafe PalmyraPalm Meadows Resort, BengaluruCocktail Menu, Multicuisine₹2500 for two4.4",Flat 10% + 25% with Bank Offers
Chimis Kitchen & Bar,Multicuisine₹2000 for two,"HSR, South Bengaluru","Chimis Kitchen & BarHSR, South BengaluruMulticuisine₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Chimis Kitchen & Bar,Multicuisine₹2000 for two,"HSR, South Bengaluru","Chimis Kitchen & BarHSR, South BengaluruMulticuisine₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Torye - Drink Dine & Dance,Multicuisine₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","Torye - Drink Dine & DanceRajarajeshwari Nagar, South BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Torye - Drink Dine & Dance,Multicuisine₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","Torye - Drink Dine & DanceRajarajeshwari Nagar, South BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Suvaii - A Pandyan Legacy,"Chettinad, South Indian₹2000 for two","Indiranagar, East Bengaluru","Suvaii - A Pandyan LegacyIndiranagar, East BengaluruChettinad, South Indian₹2000 for two4.8",25% Off :Payeazy
Suvaii - A Pandyan Legacy,"Chettinad, South Indian₹2000 for two","Indiranagar, East Bengaluru","Suvaii - A Pandyan LegacyIndiranagar, East BengaluruChettinad, South Indian₹2000 for two4.8",25% Off :Payeazy
Trishna,Multicuisine₹2000 for two,"Banaswadi, North Bengaluru","TrishnaBanaswadi, North BengaluruMulticuisine₹2000 for two4.3",Flat 25% + 25% with Bank Offers
Trishna,Multicuisine₹2000 for two,"Banaswadi, North Bengaluru","TrishnaBanaswadi, North BengaluruMulticuisine₹2000 for two4.3",Flat 25% + 25% with Bank Offers
Fiesta By Barbeque Nation,Multicuisine₹1700 for two,"Vega City Mall, Bannerghatta Road","Fiesta By Barbeque NationVega City Mall, Bannerghatta RoadMulticuisine₹1700 for two4.0",25% Off :Payeazy
Fiesta By Barbeque Nation,Multicuisine₹1700 for two,"Vega City Mall, Bannerghatta Road","Fiesta By Barbeque NationVega City Mall, Bannerghatta RoadMulticuisine₹1700 for two4.0",25% Off :Payeazy
Kappa Chakka Kandhari,Kerala₹1600 for two,"Koramangala, South Bengaluru","Kappa Chakka KandhariKoramangala, South BengaluruKerala₹1600 for two4.3",25% Off :Payeazy
Kappa Chakka Kandhari,Kerala₹1600 for two,"Koramangala, South Bengaluru","Kappa Chakka KandhariKoramangala, South BengaluruKerala₹1600 for two4.3",25% Off :Payeazy
Plunge,Multicuisine₹2500 for two,Sheraton Grand Bengaluru Whitefield Hotel & Convention Center,PlungeSheraton Grand Bengaluru Whitefield Hotel & Convention CenterMulticuisine₹2500 for two4.0,Flat 10% + 25% with Bank Offers
Plunge,Multicuisine₹2500 for two,Sheraton Grand Bengaluru Whitefield Hotel & Convention Center,PlungeSheraton Grand Bengaluru Whitefield Hotel & Convention CenterMulticuisine₹2500 for two4.0,Flat 10% + 25% with Bank Offers
BLR SKY,"North Indian, Continental₹1600 for two","Hulimavu, Bengaluru","BLR SKYHulimavu, BengaluruNorth Indian, Continental₹1600 for two4.0",Flat 10% + 25% with Bank Offers
BLR SKY,"North Indian, Continental₹1600 for two","Hulimavu, Bengaluru","BLR SKYHulimavu, BengaluruNorth Indian, Continental₹1600 for two4.0",Flat 10% + 25% with Bank Offers
Purvanchal Tokri,Multicuisine₹2000 for two,"Banaswadi, North Bengaluru","Purvanchal TokriBanaswadi, North BengaluruMulticuisine₹2000 for two2.3",Flat 10% + 25% with Bank Offers
