Restaurants_Name,Cuisine,area,region,Discount,cost_of_two,ratings
Garci,Multicuisine,Jayanagar,South Bengaluru,25,1000,4.3
Secret Sip Resto Bar,Multicuisine,Banashankari,South Bengaluru,25,2000,4.6
Secret Sip Resto Bar,Multicuisine,Banashankari,South Bengaluru,25,2000,4.6
Ambara Andhra,Multicuisine,T. Dasarahalli,Bengaluru,40,2000,3.8
Ambara Andhra,Multicuisine,T. Dasarahalli,Bengaluru,40,2000,3.8
Sarpanch Da Dhaba,Multicuisine,Akshayanagar,South Bengaluru,25,2000,4.2
Sarpanch Da Dhaba,Multicuisine,Akshayanagar,South Bengaluru,25,2000,4.2
Vijaywada Tiffins,Andhra,Brookefield,East Bengaluru,25,2000,4.7
Vijaywada Tiffins,Andhra,Brookefield,East Bengaluru,25,2000,4.7
Koozh House,"Chettinad, Chinese",Kammanahalli,East Bengaluru,35,2000,3.0
Koozh House,"Chettinad, Chinese",Kammanahalli,East Bengaluru,35,2000,3.0
Vape town,"European, Italian",HSR,South Bengaluru,40,2000,3.0
Vape town,"European, Italian",HSR,South Bengaluru,40,2000,3.0
Si Nonna's - The Original Sourdough Pizza | Koramangala | Bengaluru,Italian,Koramangala,South Bengaluru,25,1700,4.0
Si Nonna's - The Original Sourdough Pizza | Koramangala | Bengaluru,Italian,Koramangala,South Bengaluru,25,1700,4.0
Patiala Dhaba,"Chinese, North Indian",Electronic City Phase 1,South Bengaluru,35,400,4.0
Patiala Dhaba,"Chinese, North Indian",Electronic City Phase 1,South Bengaluru,35,400,4.0
Turahalli Hotel,Multicuisine,Banashankari,South Bengaluru,35,2000,5.0
Turahalli Hotel,Multicuisine,Banashankari,South Bengaluru,35,2000,5.0
Thamara Bar And Fine Dine,Multicuisine,Hotel Classic Comfort,Bengaluru,35,1200,5.0
Thamara Bar And Fine Dine,Multicuisine,Hotel Classic Comfort,Bengaluru,35,1200,5.0
Al fresco the grill,Global Cuisine,Jalahalli,North Bengaluru,25,3000,5.0
Al fresco the grill,Global Cuisine,Jalahalli,North Bengaluru,25,3000,5.0
Deewar Family Restaurant and Bar,"Seafood, Multicuisine",Vijay Nagar,West Bengaluru,25,2000,5.0
Deewar Family Restaurant and Bar,"Seafood, Multicuisine",Vijay Nagar,West Bengaluru,25,2000,5.0
WXYZ Bar,Multicuisine,Aloft,Bengaluru,35,2000,3.6
WXYZ Bar,Multicuisine,Aloft,Bengaluru,35,2000,3.6
Maa Da Dhaba,Multicuisine,Kempegowda International Airport,North Bengaluru,25,2000,4.2
Maa Da Dhaba,Multicuisine,Kempegowda International Airport,North Bengaluru,25,2000,4.2
Bearfoot Bistro,Continental,Koramangala,South Bengaluru,35,2000,4.0
Bearfoot Bistro,Continental,Koramangala,South Bengaluru,35,2000,4.0
G Super Club,Multicuisine,Koramangala,South Bengaluru,35,1500,4.0
G Super Club,Multicuisine,Koramangala,South Bengaluru,35,1500,4.0
Craving O Clock,European,BTM,South Bengaluru,35,300,4.0
Craving O Clock,European,BTM,South Bengaluru,35,300,4.0
Vaji's Kitchen,North Indian,Hennur,North Bengaluru,35,2000,4.0
Vaji's Kitchen,North Indian,Hennur,North Bengaluru,35,2000,4.0
BRUCE LEE'S,Chinese,BTM,South Bengaluru,35,2000,4.0
BRUCE LEE'S,Chinese,BTM,South Bengaluru,35,2000,4.0
WAT Bar,Finger Food,Sterlings Mac Hotel,Bengaluru,25,2600,4.9
WAT Bar,Finger Food,Sterlings Mac Hotel,Bengaluru,25,2600,4.9
Cremeux Pizza & Bakery Cafe,"Bakery, Cafe",BTM,South Bengaluru,35,2000,5.0
Cremeux Pizza & Bakery Cafe,"Bakery, Cafe",BTM,South Bengaluru,35,2000,5.0
Asia Seven,Asian,,,35,400,5.0
Asia Seven,Asian,,,35,400,5.0
Colates Cafe,"Cafe, Beverages",Ulsoor,East Bengaluru,35,2000,5.0
Colates Cafe,"Cafe, Beverages",Ulsoor,East Bengaluru,35,2000,5.0
Street Foods by Punjab Grill,"North Indian, Street Food",,,35,800,5.0
Street Foods by Punjab Grill,"North Indian, Street Food",,,35,800,5.0
Kelvin Scale,"Bakery, Desserts",Rammurthy Nagar,North Bengaluru,40,2000,5.0
Kelvin Scale,"Bakery, Desserts",Rammurthy Nagar,North Bengaluru,40,2000,5.0
D.Scam Cafe,Multicuisine,Jayanagar,South Bengaluru,35,2000,4.0
D.Scam Cafe,Multicuisine,Jayanagar,South Bengaluru,35,2000,4.0
Secret Spot Cafe,Multicuisine,Jayanagar,South Bengaluru,35,800,4.5
Secret Spot Cafe,Multicuisine,Jayanagar,South Bengaluru,35,800,4.5
Yeda Republic,Multicuisine,Koramangala,South Bengaluru,25,2000,1.0
Yeda Republic,Multicuisine,Koramangala,South Bengaluru,25,2000,1.0
Skylit,Multicuisine,,,35,2000,2.3
Skylit,Multicuisine,,,35,2000,2.3
Coffee Chemistry,"Cafe, Coffee",Jayanagar,South Bengaluru,25,2000,4.6
Coffee Chemistry,"Cafe, Coffee",Jayanagar,South Bengaluru,25,2000,4.6
Cre'me & Co,Multicuisine,Jayanagar,South Bengaluru,35,450,4.8
Cre'me & Co,Multicuisine,Jayanagar,South Bengaluru,35,450,4.8
Aurea - Elevated Dine-in,"European, North Indian",Subramanyapura,Bengaluru,25,900,4.0
Aurea - Elevated Dine-in,"European, North Indian",Subramanyapura,Bengaluru,25,900,4.0
9T Restobar,"Finger Food, Cocktail Menu",Kalyan Nagar,North Bengaluru,25,1000,4.0
9T Restobar,"Finger Food, Cocktail Menu",Kalyan Nagar,North Bengaluru,25,1000,4.0
The Dungeon Cafe,"Chinese, Indian",JP Nagar,South Bengaluru,25,1200,4.0
The Dungeon Cafe,"Chinese, Indian",JP Nagar,South Bengaluru,25,1200,4.0
Gnovi,"Italian, European",Jayanagar,South Bengaluru,25,800,4.5
Gnovi,"Italian, European",Jayanagar,South Bengaluru,25,800,4.5
Flavors,Multicuisine,"Regenta Inn Grand, ORR Mahadevapura",Bengaluru,40,2000,4.0
Flavors,Multicuisine,"Regenta Inn Grand, ORR Mahadevapura",Bengaluru,40,2000,4.0
Blue Dragon,Pan Asian,Kannamangala,Bengaluru,40,2000,4.0
Blue Dragon,Pan Asian,Kannamangala,Bengaluru,40,2000,4.0
Taste Of Coast,Seafood,Sanjay Nagar,North Bengaluru,25,2000,4.6
Taste Of Coast,Seafood,Sanjay Nagar,North Bengaluru,25,2000,4.6
B 64,Multicuisine,Ramada by Wyndham,Bengaluru,40,2000,4.0
B 64,Multicuisine,Ramada by Wyndham,Bengaluru,40,2000,4.0
La Pino'z Pizza,Italian,Koramangala,South Bengaluru,40,2000,4.4
La Pino'z Pizza,Italian,Koramangala,South Bengaluru,40,2000,4.4
Dot.yum ,Multicuisine,Aloft,Bengaluru,35,2500,3.8
Dot.yum ,Multicuisine,Aloft,Bengaluru,35,2500,3.8
Guntur Chilli,"Andhra, Biryani",Kalyan Nagar,North Bengaluru,35,2000,2.2
Guntur Chilli,"Andhra, Biryani",Kalyan Nagar,North Bengaluru,35,2000,2.2
Saffron by Sanmanaa ,"South Indian, Mughlai",Rajajinagar,West Bengaluru,25,2500,4.0
Saffron by Sanmanaa ,"South Indian, Mughlai",Rajajinagar,West Bengaluru,25,2500,4.0
Urban Flavours,Multicuisine,Yelahanka,North Bengaluru,25,2500,5.0
Urban Flavours,Multicuisine,Yelahanka,North Bengaluru,25,2500,5.0
KUBO,"Chinese, Pan Asian",JP Nagar,South Bengaluru,25,2000,4.5
KUBO,"Chinese, Pan Asian",JP Nagar,South Bengaluru,25,2000,4.5
Telugu Vilas,"Andhra, Biryani",Mahadevapura,Bengaluru,25,1000,4.0
Telugu Vilas,"Andhra, Biryani",Mahadevapura,Bengaluru,25,1000,4.0
Parsas,"Indian, Kashmiri",Koramangala,South Bengaluru,25,2000,4.4
Parsas,"Indian, Kashmiri",Koramangala,South Bengaluru,25,2000,4.4
TopFlo Restobar,Multicuisine,Hotel Classic Comfort,Bengaluru,35,1000,4.0
TopFlo Restobar,Multicuisine,Hotel Classic Comfort,Bengaluru,35,1000,4.0
One Whiskey Bar,Multicuisine,,,35,2000,4.0
One Whiskey Bar,Multicuisine,,,35,2000,4.0
Vishveshvara Grill 'N' Shake,Multicuisine,Nagarbhavi,West Bengaluru,35,2000,4.0
Vishveshvara Grill 'N' Shake,Multicuisine,Nagarbhavi,West Bengaluru,35,2000,4.0
The Deli,Bakery,The Den,Bengaluru,35,2000,4.0
The Deli,Bakery,The Den,Bengaluru,35,2000,4.0
Green Leaf Restaurant,"Chinese, Seafood, North Indian",Bannerghatta Road,South Bengaluru,35,2000,4.0
Green Leaf Restaurant,"Chinese, Seafood, North Indian",Bannerghatta Road,South Bengaluru,35,2000,4.0
Cafe Uncharted,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,35,2000,5.0
Cafe Uncharted,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,35,2000,5.0
Naveen’s Bapu ki Kutiya,North Indian,,,25,2000,3.8
Naveen’s Bapu ki Kutiya,North Indian,,,25,2000,3.8
Mega Bite,Multicuisine,The MGM Mark Whitefield,Bengaluru,35,2000,4.0
Mega Bite,Multicuisine,The MGM Mark Whitefield,Bengaluru,35,2000,4.0
Punjabi Adda,North Indian,Banaswadi,North Bengaluru,35,2000,4.0
Punjabi Adda,North Indian,Banaswadi,North Bengaluru,35,2000,4.0
Wow! Chicken,Fast Food,,,40,2000,4.0
Wow! Chicken,Fast Food,,,40,2000,4.0
Swirlyo,Desserts,Indiranagar,East Bengaluru,35,2000,4.0
Swirlyo,Desserts,Indiranagar,East Bengaluru,35,2000,4.0
MS Dosa Corner ,South Indian,Armane nagar,Bengaluru,35,2000,4.0
MS Dosa Corner ,South Indian,Armane nagar,Bengaluru,35,2000,4.0
Tealogy Cafe,Cafe,Malleshwaram,West Bengaluru,35,2000,4.0
Tealogy Cafe,Cafe,Malleshwaram,West Bengaluru,35,2000,4.0
Ihmites Momos,"Fast Food, Momos",Indiranagar,East Bengaluru,35,2000,4.0
Ihmites Momos,"Fast Food, Momos",Indiranagar,East Bengaluru,35,2000,4.0
Al-Zaitoon,"Arabian, Biryani, Chinese",Nagarbhavi,West Bengaluru,35,2000,4.0
Al-Zaitoon,"Arabian, Biryani, Chinese",Nagarbhavi,West Bengaluru,35,2000,4.0
Samosa Singh,Fast Food,,,35,300,4.0
Samosa Singh,Fast Food,,,35,300,4.0
My Marathi,Multicuisine,Koramangala,South Bengaluru,35,350,4.0
My Marathi,Multicuisine,Koramangala,South Bengaluru,35,350,4.0
Servira Cafe,"Coffee, American",Koramangala 4th Block,South Bengaluru,40,700,4.0
Servira Cafe,"Coffee, American",Koramangala 4th Block,South Bengaluru,40,700,4.0
Uniq Scoops,Cafe,Sadashiv Nagar,North Bengaluru,35,2000,4.0
Uniq Scoops,Cafe,Sadashiv Nagar,North Bengaluru,35,2000,4.0
Samosa Singh,"Fast Food, Street Food",,,35,300,4.0
Samosa Singh,"Fast Food, Street Food",,,35,300,4.0
The Indian Gourmet Company,Mughlai,Kammanahalli,East Bengaluru,35,2000,4.0
The Indian Gourmet Company,Mughlai,Kammanahalli,East Bengaluru,35,2000,4.0
Blue Moon Coffee,Multicuisine,Kalyan Nagar,North Bengaluru,35,2000,4.0
Blue Moon Coffee,Multicuisine,Kalyan Nagar,North Bengaluru,35,2000,4.0
Panch Mathar Morh,Cafe,Banaswadi,North Bengaluru,35,2000,4.0
Panch Mathar Morh,Cafe,Banaswadi,North Bengaluru,35,2000,4.0
Kunafa Bytes,Turkish,Kalyan Nagar,North Bengaluru,35,2000,4.0
Kunafa Bytes,Turkish,Kalyan Nagar,North Bengaluru,35,2000,4.0
Sutta Brake,"European, Fast Food",BTM,South Bengaluru,35,500,4.0
Sutta Brake,"European, Fast Food",BTM,South Bengaluru,35,500,4.0
Dominus Videt,Fast Food,Kammanahalli,East Bengaluru,35,600,4.0
Dominus Videt,Fast Food,Kammanahalli,East Bengaluru,35,600,4.0
Shine Restaurant,"Indian, Chinese", Bommanahalli,Bengaluru,35,2000,4.0
Shine Restaurant,"Indian, Chinese", Bommanahalli,Bengaluru,35,2000,4.0
Cafe De Verde,Mexican,Koramangala,South Bengaluru,35,800,4.0
Cafe De Verde,Mexican,Koramangala,South Bengaluru,35,800,4.0
Rolls On Wheels,Fast Food,,,35,300,4.0
Rolls On Wheels,Fast Food,,,35,300,4.0
Chai Craving,Sandwiches,Shanti Nagar,Central Bengaluru,35,2000,4.0
Chai Craving,Sandwiches,Shanti Nagar,Central Bengaluru,35,2000,4.0
Nammuru Oota,South Indian,Banaswadi,North Bengaluru,35,2000,4.0
Nammuru Oota,South Indian,Banaswadi,North Bengaluru,35,2000,4.0
Uncle Peter's Pancakes,Bakery,Indiranagar,East Bengaluru,35,350,4.0
Uncle Peter's Pancakes,Bakery,Indiranagar,East Bengaluru,35,350,4.0
The Estate Deli,Multicuisine,Indiranagar,East Bengaluru,25,800,4.7
The Estate Deli,Multicuisine,Indiranagar,East Bengaluru,25,800,4.7
Sarah's Resto-Cafe,Continental,Ramamurthy Nagar,North Bengaluru,35,2000,5.0
Sarah's Resto-Cafe,Continental,Ramamurthy Nagar,North Bengaluru,35,2000,5.0
Papa Pho,Pan Asian,New BEL Road,North Bengaluru,35,2000,4.9
Papa Pho,Pan Asian,New BEL Road,North Bengaluru,35,2000,4.9
Rosewood International Hotel,"Chinese, North Indian",Rosewood International Hotel,Bengaluru,35,2000,5.0
Rosewood International Hotel,"Chinese, North Indian",Rosewood International Hotel,Bengaluru,35,2000,5.0
Chandini Chowk Express,North Indian,Koramangala 6th Block,South Bengaluru,35,2000,4.0
Chandini Chowk Express,North Indian,Koramangala 6th Block,South Bengaluru,35,2000,4.0
Dal Tadkaa,Indian,Banashankari,South Bengaluru,35,2000,5.0
Dal Tadkaa,Indian,Banashankari,South Bengaluru,35,2000,5.0
Grill N Chill,Multicuisine,Kalyan Nagar,North Bengaluru,35,2000,4.0
Grill N Chill,Multicuisine,Kalyan Nagar,North Bengaluru,35,2000,4.0
Hotel Godavari,Multicuisine,BTM,South Bengaluru,35,400,5.0
Hotel Godavari,Multicuisine,BTM,South Bengaluru,35,400,5.0
Brewing Untold Stories,Fast Food,Jayanagar,South Bengaluru,35,2000,5.0
Brewing Untold Stories,Fast Food,Jayanagar,South Bengaluru,35,2000,5.0
House of Tapre,"Indian, Modern South Indian",Kalyan Nagar,North Bengaluru,35,600,5.0
House of Tapre,"Indian, Modern South Indian",Kalyan Nagar,North Bengaluru,35,600,5.0
Vaman's Rasoi,Multicuisine,Nagawara,North Bengaluru,35,2000,5.0
Vaman's Rasoi,Multicuisine,Nagawara,North Bengaluru,35,2000,5.0
Pristine Cafe And Restaurant ,Multicuisine,Jayanagar,South Bengaluru,35,250,5.0
Pristine Cafe And Restaurant ,Multicuisine,Jayanagar,South Bengaluru,35,250,5.0
Yum Yum Korean Bucket,Korean,BTM,South Bengaluru,35,500,5.0
Yum Yum Korean Bucket,Korean,BTM,South Bengaluru,35,500,5.0
Smokin Burg,Fast Food,New BEL Road,North Bengaluru,35,2000,4.0
Smokin Burg,Fast Food,New BEL Road,North Bengaluru,35,2000,4.0
TAWAZO - Cafe & Grill,Indian,Mathikere,Bengaluru,25,400,1.5
TAWAZO - Cafe & Grill,Indian,Mathikere,Bengaluru,25,400,1.5
Brewz Coffee,"Coffee, Cafe",BTM,South Bengaluru,35,2000,4.5
Brewz Coffee,"Coffee, Cafe",BTM,South Bengaluru,35,2000,4.5
Arna Multicuisine,Multicuisine,"4th Block, Jayanagar",South Bengaluru,35,1000,4.7
Arna Multicuisine,Multicuisine,"4th Block, Jayanagar",South Bengaluru,35,1000,4.7
Coastal Waves,Multicuisine,Chikkalakshmaiah Layout,Bengaluru,35,2000,3.7
Coastal Waves,Multicuisine,Chikkalakshmaiah Layout,Bengaluru,35,2000,3.7
Andhra Biryanis,Andhra,Doddanekkundi,Bengaluru,25,2000,3.5
Andhra Biryanis,Andhra,Doddanekkundi,Bengaluru,25,2000,3.5
Haru Asian Bistro,Multicuisine,Sahakara Nagar,North Bengaluru,35,2000,4.7
Haru Asian Bistro,Multicuisine,Sahakara Nagar,North Bengaluru,35,2000,4.7
Flavours Of Andhra,Indian,Marathahalli,East Bengaluru,35,1000,4.1
Flavours Of Andhra,Indian,Marathahalli,East Bengaluru,35,1000,4.1
Nuha Patisserie & Cafe,Multicuisine,Indiranagar,East Bengaluru,25,600,5.0
Nuha Patisserie & Cafe,Multicuisine,Indiranagar,East Bengaluru,25,600,5.0
Amore Gelato Cafe,Ice Cream,Jayanagar,South Bengaluru,35,300,4.5
Amore Gelato Cafe,Ice Cream,Jayanagar,South Bengaluru,35,300,4.5
Tango Kitchen & Bar,"Chinese, Indian, Continental",Mahadevapura,Bengaluru,35,1200,4.5
Tango Kitchen & Bar,"Chinese, Indian, Continental",Mahadevapura,Bengaluru,35,1200,4.5
Tiffanys,Multicuisine,Shanti Nagar,Central Bengaluru,25,2000,4.6
Tiffanys,Multicuisine,Shanti Nagar,Central Bengaluru,25,2000,4.6
The Brew Factory Sahakara Nagar,Multicuisine,Yelahanka,North Bengaluru,25,2500,5.0
The Brew Factory Sahakara Nagar,Multicuisine,Yelahanka,North Bengaluru,25,2500,5.0
Hyderabadi Bawarchi,Biryani,Yelahanka,North Bengaluru,40,2000,1.8
Hyderabadi Bawarchi,Biryani,Yelahanka,North Bengaluru,40,2000,1.8
Celeb's RestoBar,Multicuisine,Whitefield,East Bengaluru,35,2000,4.7
Celeb's RestoBar,Multicuisine,Whitefield,East Bengaluru,35,2000,4.7
